"Origin","OriginTerm","CoreTerm"
"icd10cm:H35103:official","retinopathy of prematurity, unspecified, bilateral","prematurity bilateral retinopathy"
"icd10cm:H35109:official","retinopathy of prematurity, unspecified, unspecified eye","prematurity eye retinopathy"
"icd10cm:H3511:official","retinopathy of prematurity, stage 0","prematurity stage 0 retinopathy"
"icd10cm:H35111:official","retinopathy of prematurity, stage 0, right eye","prematurity stage 0 right eye retinopathy"
"icd10cm:H35112:official","retinopathy of prematurity, stage 0, left eye","prematurity stage 0 left eye retinopathy"
"icd10cm:H35113:official","retinopathy of prematurity, stage 0, bilateral","prematurity stage 0 bilateral retinopathy"
"icd10cm:H35119:official","retinopathy of prematurity, stage 0, unspecified eye","prematurity stage 0 eye retinopathy"
"icd10cm:H3512:official","retinopathy of prematurity, stage 1","prematurity stage 1 retinopathy"
"icd10cm:H35121:official","retinopathy of prematurity, stage 1, right eye","prematurity stage 1 right eye retinopathy"
"icd10cm:H35122:official","retinopathy of prematurity, stage 1, left eye","prematurity stage 1 left eye retinopathy"
"icd10cm:H35123:official","retinopathy of prematurity, stage 1, bilateral","prematurity stage 1 bilateral retinopathy"
"icd10cm:H35129:official","retinopathy of prematurity, stage 1, unspecified eye","prematurity stage 1 eye retinopathy"
"icd10cm:H3513:official","retinopathy of prematurity, stage 2","prematurity stage 2 retinopathy"
"icd10cm:H35131:official","retinopathy of prematurity, stage 2, right eye","prematurity stage 2 right eye retinopathy"
"icd10cm:H35132:official","retinopathy of prematurity, stage 2, left eye","prematurity stage 2 left eye retinopathy"
"icd10cm:H35133:official","retinopathy of prematurity, stage 2, bilateral","prematurity stage 2 bilateral retinopathy"
"icd10cm:H35139:official","retinopathy of prematurity, stage 2, unspecified eye","prematurity stage 2 eye retinopathy"
"icd10cm:H3514:official","retinopathy of prematurity, stage 3","prematurity stage 3 retinopathy"
"icd10cm:H35141:official","retinopathy of prematurity, stage 3, right eye","prematurity stage 3 right eye retinopathy"
"icd10cm:H35142:official","retinopathy of prematurity, stage 3, left eye","prematurity stage 3 left eye retinopathy"
"icd10cm:H35143:official","retinopathy of prematurity, stage 3, bilateral","prematurity stage 3 bilateral retinopathy"
"icd10cm:H35149:official","retinopathy of prematurity, stage 3, unspecified eye","prematurity stage 3 eye retinopathy"
"icd10cm:H3515:official","retinopathy of prematurity, stage 4","prematurity stage 4 retinopathy"
"icd10cm:H35151:official","retinopathy of prematurity, stage 4, right eye","prematurity stage 4 right eye retinopathy"
"icd10cm:H35152:official","retinopathy of prematurity, stage 4, left eye","prematurity stage 4 left eye retinopathy"
"icd10cm:H35153:official","retinopathy of prematurity, stage 4, bilateral","prematurity stage 4 bilateral retinopathy"
"icd10cm:H35159:official","retinopathy of prematurity, stage 4, unspecified eye","prematurity stage 4 eye retinopathy"
"icd10cm:H3516:official","retinopathy of prematurity, stage 5","prematurity stage 5 retinopathy"
"icd10cm:H35161:official","retinopathy of prematurity, stage 5, right eye","prematurity stage 5 right eye retinopathy"
"icd10cm:H35162:official","retinopathy of prematurity, stage 5, left eye","prematurity stage 5 left eye retinopathy"
"icd10cm:H35163:official","retinopathy of prematurity, stage 5, bilateral","prematurity stage 5 bilateral retinopathy"
"icd10cm:H35169:official","retinopathy of prematurity, stage 5, unspecified eye","prematurity stage 5 eye retinopathy"
"icd10cm:H35171:official","retrolental fibroplasia, right eye","retrolental fibroplasia"
"icd10cm:H352:official","other non-diabetic proliferative retinopathy","non diabetic proliferative retinopathy"
"icd10cm:H353:official","degeneration of macula and posterior pole","macula posterior pole degeneration"
"icd10cm:H3530:official","unspecified macular degeneration","macular degeneration"
"icd10cm:H3531:official","nonexudative age-related macular degeneration","nonexudative age degeneration"
"icd10cm:H3532:official","exudative age-related macular degeneration","exudative age degeneration"
"icd10cm:H3533:official","angioid streaks of macula","macula angioid streaks"
"icd10cm:H3534:official","macular cyst, hole, or pseudohole","macular cyst"
"icd10cm:H35351:official","cystoid macular degeneration, right eye","cystoid macular degeneration"
"icd10cm:H3536:official","drusen (degenerative) of macula","macula drusen degenerative"
"icd10cm:H35361:official","drusen (degenerative) of macula, right eye","macula right eye drusen degenerative"
"icd10cm:H35362:official","drusen (degenerative) of macula, left eye","macula left eye drusen degenerative"
"icd10cm:H35363:official","drusen (degenerative) of macula, bilateral","macula bilateral drusen degenerative"
"icd10cm:H35369:official","drusen (degenerative) of macula, unspecified eye","macula eye drusen degenerative"
"icd10cm:H3537:official","puckering of macula","macula puckering"
"icd10cm:H35371:official","puckering of macula, right eye","macula right eye puckering"
"icd10cm:H35372:official","puckering of macula, left eye","macula left eye puckering"
"icd10cm:H35373:official","puckering of macula, bilateral","macula bilateral puckering"
"icd10cm:H35379:official","puckering of macula, unspecified eye","macula eye puckering"
"icd10cm:H35381:official","toxic maculopathy, right eye","toxic maculopathy"
"icd10cm:H3540:official","unspecified peripheral retinal degeneration","peripheral retinal degeneration"
"icd10cm:H3541:official","lattice degeneration of retina","retina lattice degeneration"
"icd10cm:H35411:official","lattice degeneration of retina, right eye","retina right eye lattice degeneration"
"icd10cm:H35412:official","lattice degeneration of retina, left eye","retina left eye lattice degeneration"
"icd10cm:H35413:official","lattice degeneration of retina, bilateral","retina bilateral lattice degeneration"
"icd10cm:H35419:official","lattice degeneration of retina, unspecified eye","retina eye lattice degeneration"
"icd10cm:H3542:official","microcystoid degeneration of retina","retina microcystoid degeneration"
"icd10cm:H35421:official","microcystoid degeneration of retina, right eye","retina right eye microcystoid degeneration"
"icd10cm:H35422:official","microcystoid degeneration of retina, left eye","retina left eye microcystoid degeneration"
"icd10cm:H35423:official","microcystoid degeneration of retina, bilateral","retina bilateral microcystoid degeneration"
"icd10cm:H35429:official","microcystoid degeneration of retina, unspecified eye","retina eye microcystoid degeneration"
"icd10cm:H3543:official","paving stone degeneration of retina","retina paving stone degeneration"
"icd10cm:H35431:official","paving stone degeneration of retina, right eye","retina right eye paving stone degeneration"
"icd10cm:H35432:official","paving stone degeneration of retina, left eye","retina left eye paving stone degeneration"
"icd10cm:H35433:official","paving stone degeneration of retina, bilateral","retina bilateral paving stone degeneration"
"icd10cm:H35439:official","paving stone degeneration of retina, unspecified eye","retina eye paving stone degeneration"
"icd10cm:H3544:official","age-related reticular degeneration of retina","retina age related reticular degeneration"
"icd10cm:H35441:official","age-related reticular degeneration of retina, right eye","retina right eye age related reticular degeneration"
"icd10cm:H35442:official","age-related reticular degeneration of retina, left eye","retina left eye age related reticular degeneration"
"icd10cm:H35443:official","age-related reticular degeneration of retina, bilateral","retina bilateral age related reticular degeneration"
"icd10cm:H35449:official","age-related reticular degeneration of retina, unspecified eye","retina eye age related reticular degeneration"
"icd10cm:H3545:official","secondary pigmentary degeneration","pigmentary degeneration"
"icd10cm:H3546:official","secondary vitreoretinal degeneration","vitreoretinal degeneration"
"icd10cm:H3550:official","unspecified hereditary retinal dystrophy","hereditary retinal dystrophy"
"icd10cm:H3553:official","other dystrophies primarily involving the sensory retina","primarily sensory retina"
"icd10cm:H3554:official","dystrophies primarily involving the retinal pigment epithelium","dystrophies primarily epithelium"
"icd10cm:H3560:official","retinal hemorrhage, unspecified eye","retinal hemorrhage"
"icd10cm:H357:official","separation of retinal layers","retinal layers separation"
"icd10cm:H35711:official","central serous chorioretinopathy, right eye","central serous chorioretinopathy"
"icd10cm:H3572:official","serous detachment of retinal pigment epithelium","retinal pigment epithelium serous detachment"
"icd10cm:H35721:official","serous detachment of retinal pigment epithelium, right eye","retinal pigment epithelium right eye serous detachment"
"icd10cm:H35722:official","serous detachment of retinal pigment epithelium, left eye","retinal pigment epithelium left eye serous detachment"
"icd10cm:H35723:official","serous detachment of retinal pigment epithelium, bilateral","retinal pigment epithelium bilateral serous detachment"
"icd10cm:H35729:official","serous detachment of retinal pigment epithelium, unspecified eye","retinal pigment epithelium eye serous detachment"
"icd10cm:H3573:official","hemorrhagic detachment of retinal pigment epithelium","retinal pigment epithelium hemorrhagic detachment"
"icd10cm:H35731:official","hemorrhagic detachment of retinal pigment epithelium, right eye","retinal pigment epithelium right eye hemorrhagic detachment"
"icd10cm:H35732:official","hemorrhagic detachment of retinal pigment epithelium, left eye","retinal pigment epithelium left eye hemorrhagic detachment"
"icd10cm:H35733:official","hemorrhagic detachment of retinal pigment epithelium, bilateral","retinal pigment epithelium bilateral hemorrhagic detachment"
"icd10cm:H35739:official","hemorrhagic detachment of retinal pigment epithelium, unspecified eye","retinal pigment epithelium eye hemorrhagic detachment"
"icd10cm:H358:official","other specified retinal disorders","specified retinal disorders"
"icd10cm:H359:official","unspecified retinal disorder","retinal disorder"
"icd10cm:H36:official","retinal disorders in diseases classified elsewhere","retinal diseases elsewhere"
"icd10cm:H3681:official","nonproliferative sickle-cell retinopathy","nonproliferative sickle cell retinopathy"
"icd10cm:H3682:official","proliferative sickle-cell retinopathy","proliferative sickle cell retinopathy"
"icd10cm:H4000:official","preglaucoma, unspecified","preglaucoma"
"icd10cm:H4001:official","open angle with borderline findings, low risk","open angle"
"icd10cm:H40031:official","anatomical narrow angle, right eye","anatomical narrow angle"
"icd10cm:H40041:official","steroid responder, right eye","steroid responder"
"icd10cm:H40051:official","ocular hypertension, right eye","ocular hypertension"
"icd10cm:H4006:official","primary angle closure without glaucoma damage","primary angle closure"
"icd10cm:H401:official","open-angle glaucoma","open angle glaucoma"
"icd10cm:H4011:official","primary open-angle glaucoma","primary open angle glaucoma"
"icd10cm:H4012:official","low-tension glaucoma","low tension glaucoma"
"icd10cm:H40131:official","pigmentary glaucoma, right eye","pigmentary glaucoma"
"icd10cm:H4014:official","capsular glaucoma with pseudoexfoliation of lens","lens capsular glaucoma pseudoexfoliation"
"icd10cm:H40141:official","capsular glaucoma with pseudoexfoliation of lens, right eye","lens right eye capsular glaucoma pseudoexfoliation"
"icd10cm:H401410:official","capsular glaucoma with pseudoexfoliation of lens, right eye, stage unspecified","lens right eye stage capsular glaucoma pseudoexfoliation"
"icd10cm:H401411:official","capsular glaucoma with pseudoexfoliation of lens, right eye, mild stage","lens right eye mild stage capsular glaucoma pseudoexfoliation"
"icd10cm:H401412:official","capsular glaucoma with pseudoexfoliation of lens, right eye, moderate stage","lens right eye moderate stage capsular glaucoma pseudoexfoliation"
"icd10cm:H401413:official","capsular glaucoma with pseudoexfoliation of lens, right eye, severe stage","lens right eye severe stage capsular glaucoma pseudoexfoliation"
"icd10cm:H401414:official","capsular glaucoma with pseudoexfoliation of lens, right eye, indeterminate stage","lens right eye indeterminate stage capsular glaucoma pseudoexfoliation"
"icd10cm:H40142:official","capsular glaucoma with pseudoexfoliation of lens, left eye","lens left eye capsular glaucoma pseudoexfoliation"
"icd10cm:H401420:official","capsular glaucoma with pseudoexfoliation of lens, left eye, stage unspecified","lens left eye stage capsular glaucoma pseudoexfoliation"
"icd10cm:H401421:official","capsular glaucoma with pseudoexfoliation of lens, left eye, mild stage","lens left eye mild stage capsular glaucoma pseudoexfoliation"
"icd10cm:H401422:official","capsular glaucoma with pseudoexfoliation of lens, left eye, moderate stage","lens left eye moderate stage capsular glaucoma pseudoexfoliation"
"icd10cm:H401423:official","capsular glaucoma with pseudoexfoliation of lens, left eye, severe stage","lens left eye severe stage capsular glaucoma pseudoexfoliation"
